step,vortices_pos,vortices_neg,net_local_charge
180,3,2,1
181,3,2,1
182,3,2,1
183,3,1,2
184,3,1,2
185,2,1,1
186,3,1,2
187,2,1,1
188,2,1,1
189,3,1,2
190,3,1,2
191,2,1,1
192,3,1,2
193,2,1,1
194,3,1,2
195,3,1,2
196,2,1,1
197,1,1,0
198,3,2,1
199,2,2,0
200,2,2,0
201,2,1,1
202,3,2,1
203,3,1,2
204,2,1,1
205,1,1,0
206,1,1,0
207,1,1,0
208,2,1,1
209,3,1,2
210,2,1,1
211,3,1,2
212,2,1,1
213,2,1,1
214,2,1,1
215,2,1,1
216,2,1,1
217,2,1,1
218,2,1,1
219,3,1,2
220,3,1,2
221,3,1,2
222,1,1,0
223,1,1,0
224,2,1,1
225,3,1,2
226,2,1,1
227,2,1,1
228,2,1,1
229,2,1,1
230,2,1,1
231,2,1,1
232,2,1,1
233,2,1,1
234,2,1,1
235,2,1,1
236,2,1,1
237,2,1,1
238,2,1,1
239,2,1,1
240,2,1,1
241,2,1,1
242,2,1,1
243,2,1,1
244,2,1,1
245,2,1,1
246,2,1,1
247,2,1,1
248,2,1,1
249,2,1,1
250,2,1,1
251,2,1,1
252,2,1,1
253,2,1,1
254,2,1,1
255,2,1,1
256,2,1,1
257,2,1,1
258,2,1,1
259,2,1,1
260,2,1,1
261,2,1,1
262,2,1,1
263,2,1,1
264,2,1,1
265,2,1,1
266,2,1,1
267,2,1,1
268,2,1,1
269,2,1,1
270,2,1,1
271,2,1,1
272,2,1,1
273,2,1,1
274,2,1,1
275,2,1,1
276,2,1,1
277,2,1,1
278,2,1,1
279,2,1,1
280,2,1,1
281,2,1,1
282,2,1,1
283,2,1,1
284,2,1,1
285,2,1,1
286,2,1,1
287,2,1,1
288,1,1,0
289,2,1,1
290,2,1,1
291,2,1,1
292,2,1,1
293,2,1,1
294,1,1,0
295,2,1,1
296,2,1,1
297,2,1,1
298,2,1,1
299,2,1,1
300,1,1,0
301,2,1,1
302,2,1,1
303,2,1,1
304,2,1,1
305,2,1,1
306,2,1,1
307,2,1,1
308,2,1,1
309,2,1,1
310,2,1,1
311,2,1,1
312,2,1,1
313,2,1,1
314,2,1,1
315,2,1,1
316,2,1,1
317,2,1,1
318,2,1,1
319,2,1,1
320,2,1,1
321,2,1,1
322,2,1,1
323,2,1,1
324,2,1,1
325,2,1,1
326,2,1,1
327,2,1,1
328,2,1,1
329,2,1,1
330,2,1,1
331,2,1,1
332,2,1,1
333,2,1,1
334,1,1,0
335,1,1,0
336,1,1,0
337,1,1,0
338,1,1,0
339,1,1,0
340,1,1,0
341,1,1,0
342,1,1,0
343,2,1,1
344,1,1,0
345,2,1,1
346,2,1,1
347,2,1,1
348,2,1,1
349,2,1,1
350,2,1,1
351,2,1,1
352,2,1,1
353,1,1,0
354,1,1,0
355,2,1,1
356,1,1,0
357,2,1,1
358,1,1,0
359,1,1,0
360,1,1,0
361,2,1,1
362,2,1,1
363,2,1,1
364,2,1,1
365,1,1,0
366,2,1,1
367,2,1,1
368,2,1,1
369,1,1,0
370,2,1,1
371,2,1,1
372,2,1,1
373,2,1,1
374,2,1,1
375,2,1,1
376,2,1,1
377,1,1,0
378,2,1,1
379,2,1,1
380,2,1,1
381,2,1,1
382,1,1,0
383,1,1,0
384,2,1,1
385,1,1,0
386,2,1,1
387,1,1,0
388,1,1,0
389,1,1,0
390,1,1,0
391,2,1,1
392,2,1,1
393,2,1,1
394,2,1,1
395,2,1,1
396,1,1,0
397,1,1,0
398,1,1,0
399,1,1,0
400,1,1,0
401,1,1,0
402,2,1,1
403,2,1,1
404,1,1,0
405,2,1,1
406,2,1,1
407,2,1,1
408,2,1,1
409,2,1,1
410,2,1,1
411,2,1,1
412,2,1,1
413,2,1,1
414,2,1,1
415,2,1,1
416,1,1,0
417,2,1,1
418,2,1,1
419,2,1,1
420,2,1,1
421,2,1,1
422,2,1,1
423,2,1,1
424,2,1,1
425,2,1,1
426,1,1,0
427,1,1,0
428,2,1,1
429,1,1,0
430,1,1,0
431,1,1,0
432,1,1,0
433,2,1,1
434,2,1,1
435,2,1,1
436,2,1,1
437,2,1,1
438,2,1,1
439,2,1,1
440,2,1,1
441,2,1,1
442,2,1,1
443,2,1,1
444,2,1,1
445,2,1,1
446,2,1,1
447,2,1,1
448,2,1,1
449,2,1,1
450,2,1,1
451,2,1,1
452,2,1,1
453,2,1,1
454,1,1,0
455,1,1,0
456,2,1,1
457,1,1,0
458,2,1,1
459,2,1,1
460,2,1,1
461,2,1,1
462,2,1,1
463,2,1,1
464,2,1,1
465,2,1,1
466,2,1,1
467,2,1,1
468,2,1,1
469,2,1,1
470,2,1,1
471,2,1,1
472,1,1,0
473,1,1,0
474,2,1,1
475,2,1,1
476,1,1,0
477,2,1,1
478,2,1,1
479,2,1,1
480,2,1,1
481,2,1,1
482,2,1,1
483,2,1,1
484,2,1,1
485,2,1,1
486,2,1,1
487,2,1,1
488,2,1,1
489,2,1,1
490,2,1,1
491,2,1,1
492,2,1,1
493,2,1,1
494,2,1,1
495,2,1,1
496,2,1,1
497,2,1,1
498,2,1,1
499,2,1,1
500,2,1,1
501,2,1,1
502,2,1,1
503,2,1,1
504,2,1,1
505,2,1,1
506,2,1,1
507,2,1,1
508,2,1,1
509,2,1,1
510,2,1,1
511,2,1,1
512,2,1,1
513,2,1,1
514,2,1,1
515,2,1,1
516,2,1,1
517,2,1,1
518,2,1,1
519,2,1,1
520,2,1,1
521,2,1,1
522,2,1,1
523,2,1,1
524,2,1,1
525,2,1,1
526,2,1,1
527,2,1,1
528,2,1,1
529,2,1,1
530,2,1,1
531,2,1,1
532,2,1,1
533,2,1,1
534,2,1,1
535,2,1,1
536,2,1,1
537,2,1,1
538,2,1,1
539,2,1,1
540,2,1,1
541,2,1,1
542,2,1,1
543,2,1,1
544,2,1,1
545,2,1,1
546,2,1,1
547,2,1,1
548,2,1,1
549,2,1,1
550,2,1,1
551,2,1,1
552,2,1,1
553,2,1,1
554,2,1,1
555,2,1,1
556,1,0,1
557,1,0,1
558,1,0,1
559,1,0,1
560,1,0,1
561,1,0,1
562,1,0,1
563,1,0,1
564,1,0,1
565,1,0,1
566,1,0,1
567,1,0,1
568,1,0,1
569,1,0,1
570,1,0,1
571,1,0,1
572,1,0,1
573,1,0,1
574,1,0,1
575,1,0,1
576,1,0,1
577,1,0,1
578,1,0,1
579,1,0,1
580,1,0,1
581,1,0,1
582,1,0,1
583,1,0,1
584,1,0,1
585,1,0,1
586,1,0,1
587,1,0,1
588,1,0,1
589,1,0,1
590,1,0,1
591,1,0,1
592,1,0,1
593,1,0,1
594,1,0,1
595,1,0,1
596,1,0,1
597,1,0,1
598,1,0,1
599,1,0,1
600,1,0,1
601,1,0,1
602,1,0,1
603,1,0,1
604,1,0,1
605,1,0,1
606,1,0,1
607,1,0,1
608,1,0,1
609,1,0,1
610,1,0,1
611,1,0,1
612,1,0,1
613,1,0,1
614,1,0,1
615,1,0,1
616,1,0,1
617,1,0,1
618,1,0,1
619,1,0,1
620,1,0,1
621,1,0,1
622,1,0,1
623,1,0,1
624,1,0,1
625,1,0,1
626,1,0,1
627,1,0,1
628,1,0,1
629,1,0,1
630,1,0,1
631,1,0,1
632,1,0,1
633,1,0,1
634,1,0,1
635,1,0,1
636,1,0,1
637,1,0,1
638,1,0,1
639,1,0,1
640,1,0,1
641,1,0,1
642,1,0,1
643,1,0,1
644,1,0,1
645,1,0,1
646,1,0,1
647,1,0,1
648,1,0,1
649,1,0,1
650,1,0,1
651,1,0,1
652,1,0,1
653,1,0,1
654,1,0,1
655,1,0,1
656,1,0,1
657,1,0,1
658,1,0,1
659,1,0,1
660,1,0,1
661,1,0,1
662,1,0,1
663,1,0,1
664,1,0,1
665,1,0,1
666,1,0,1
667,1,0,1
668,1,0,1
669,1,0,1
670,1,0,1
671,1,0,1
672,1,0,1
673,1,0,1
674,1,0,1
675,1,0,1
676,1,0,1
677,1,0,1
678,1,0,1
679,1,0,1
680,1,0,1
681,1,0,1
682,1,0,1
683,1,0,1
684,1,0,1
685,1,0,1
686,1,0,1
687,1,0,1
688,1,0,1
689,1,0,1
690,1,0,1
691,1,0,1
692,1,0,1
693,1,0,1
694,1,0,1
695,1,0,1
696,1,0,1
697,1,0,1
698,1,0,1
699,1,0,1
700,1,0,1
701,1,0,1
702,1,0,1
703,1,0,1
704,1,0,1
705,1,0,1
706,1,0,1
707,1,0,1
708,1,0,1
709,1,0,1
710,1,0,1
711,1,0,1
712,1,0,1
713,1,0,1
714,1,0,1
715,1,0,1
716,1,0,1
717,1,0,1
718,1,0,1
719,1,0,1
720,1,0,1
721,1,0,1
722,1,0,1
723,1,0,1
724,1,0,1
725,1,0,1
726,1,0,1
727,1,0,1
728,1,0,1
729,1,0,1
730,1,0,1
731,1,0,1
732,1,0,1
733,1,0,1
734,1,0,1
735,1,0,1
736,1,0,1
737,1,0,1
738,1,0,1
739,1,0,1
740,1,0,1
741,1,0,1
742,1,0,1
743,1,0,1
744,1,0,1
745,1,0,1
746,1,0,1
747,1,0,1
748,1,0,1
749,1,0,1
750,1,0,1
751,1,0,1
752,1,0,1
753,1,0,1
754,1,0,1
755,1,0,1
756,1,0,1
757,1,0,1
758,1,0,1
759,1,0,1
760,1,0,1
761,1,0,1
762,1,0,1
763,1,0,1
764,1,0,1
765,1,0,1
766,1,0,1
767,1,0,1
768,1,0,1
769,1,0,1
770,1,0,1
771,1,0,1
772,1,0,1
773,1,0,1
774,1,0,1
775,1,0,1
776,1,0,1
777,1,0,1
778,1,0,1
779,1,0,1
780,1,0,1
781,1,0,1
782,1,0,1
783,1,0,1
784,1,0,1
785,1,0,1
786,1,0,1
787,1,0,1
788,1,0,1
789,1,0,1
790,1,0,1
791,1,0,1
792,1,0,1
793,1,0,1
794,1,0,1
795,1,0,1
796,1,0,1
797,1,0,1
798,1,0,1
799,1,0,1
800,1,0,1
801,1,0,1
802,1,0,1
803,1,0,1
804,1,0,1
805,1,0,1
806,1,0,1
807,1,0,1
808,1,0,1
809,1,0,1
810,1,0,1
811,1,0,1
812,1,0,1
813,1,0,1
814,1,0,1
815,1,0,1
816,1,0,1
817,1,0,1
818,1,0,1
819,1,0,1
820,1,0,1
821,1,0,1
822,1,0,1
823,1,0,1
824,1,0,1
825,1,0,1
826,1,0,1
827,1,0,1
828,1,0,1
829,1,0,1
830,1,0,1
831,1,0,1
832,1,0,1
833,1,0,1
834,1,0,1
835,1,0,1
836,1,0,1
837,1,0,1
838,1,0,1
839,1,0,1
840,1,0,1
841,1,0,1
842,1,0,1
843,1,0,1
844,1,0,1
845,1,0,1
846,1,0,1
847,1,0,1
848,1,0,1
849,1,0,1
850,1,0,1
851,1,0,1
852,1,0,1
853,1,0,1
854,1,0,1
855,1,0,1
856,1,0,1
857,1,0,1
858,1,0,1
859,1,0,1
860,1,0,1
861,1,0,1
862,1,0,1
863,1,0,1
864,1,0,1
865,1,0,1
866,1,0,1
867,1,0,1
868,1,0,1
869,1,0,1
870,1,0,1
871,1,0,1
872,1,0,1
873,1,0,1
874,1,0,1
875,1,0,1
876,1,0,1
877,1,0,1
878,1,0,1
879,1,0,1
880,1,0,1
881,1,0,1
882,1,0,1
883,1,0,1
884,1,0,1
885,1,0,1
886,1,0,1
887,1,0,1
888,1,0,1
889,1,0,1
890,1,0,1
891,1,0,1
892,1,0,1
893,1,0,1
894,1,0,1
895,1,0,1
896,1,0,1
897,1,0,1
898,1,0,1
899,1,0,1
900,1,0,1
901,1,0,1
902,1,0,1
903,1,0,1
904,1,0,1
905,1,0,1
906,1,0,1
907,1,0,1
908,1,0,1
909,1,0,1
910,1,0,1
911,1,0,1
912,1,0,1
913,1,0,1
914,1,0,1
915,1,0,1
916,1,0,1
917,1,0,1
918,1,0,1
919,1,0,1
920,1,0,1
921,1,0,1
922,1,0,1
923,1,0,1
924,1,0,1
925,1,0,1
926,1,0,1
927,1,0,1
928,1,0,1
929,1,0,1
930,1,0,1
931,1,0,1
932,1,0,1
933,1,0,1
934,1,0,1
935,1,0,1
936,1,0,1
937,1,0,1
938,1,0,1
939,1,0,1
940,1,0,1
941,1,0,1
942,1,0,1
943,1,0,1
944,1,0,1
945,1,0,1
946,1,0,1
947,1,0,1
948,1,0,1
949,1,0,1
950,1,0,1
951,1,0,1
952,1,0,1
953,1,0,1
954,1,0,1
955,1,0,1
956,1,0,1
957,1,0,1
958,1,0,1
959,1,0,1
960,1,0,1
961,1,0,1
962,1,0,1
963,1,0,1
964,1,0,1
965,1,0,1
966,1,0,1
967,1,0,1
968,1,0,1
969,1,0,1
970,1,0,1
971,1,0,1
972,1,0,1
973,1,0,1
974,1,0,1
975,1,0,1
976,1,0,1
977,1,0,1
978,1,0,1
979,1,0,1
980,1,0,1
981,1,0,1
982,1,0,1
983,1,0,1
984,1,0,1
985,1,0,1
986,1,0,1
987,1,0,1
988,1,0,1
989,1,0,1
990,1,0,1
991,1,0,1
992,1,0,1
993,1,0,1
994,1,0,1
995,1,0,1
996,1,0,1
997,1,0,1
998,1,0,1
999,1,0,1
1000,1,0,1
1001,1,0,1
1002,1,0,1
1003,1,0,1
1004,1,0,1
1005,1,0,1
1006,1,0,1
1007,1,0,1
1008,1,0,1
1009,1,0,1
1010,1,0,1
1011,1,0,1
1012,1,0,1
1013,1,0,1
1014,1,0,1
1015,1,0,1
1016,0,0,0
1017,1,0,1
1018,1,0,1
1019,1,0,1
1020,1,0,1
1021,1,0,1
1022,1,0,1
1023,1,0,1
1024,1,0,1
1025,1,0,1
1026,1,0,1
1027,1,0,1
1028,1,0,1
1029,1,0,1
1030,1,0,1
1031,1,0,1
1032,1,0,1
1033,1,0,1
1034,1,0,1
1035,1,0,1
1036,1,0,1
1037,1,0,1
1038,1,0,1
1039,1,0,1
1040,1,0,1
1041,1,0,1
1042,1,0,1
1043,1,0,1
1044,1,0,1
1045,1,0,1
1046,1,0,1
1047,1,0,1
1048,1,0,1
1049,1,0,1
1050,1,0,1
1051,1,0,1
1052,1,0,1
1053,1,0,1
1054,1,0,1
1055,1,0,1
1056,1,0,1
1057,1,0,1
1058,1,0,1
1059,1,0,1
1060,1,0,1
1061,1,0,1
1062,1,0,1
1063,1,0,1
1064,1,0,1
1065,1,0,1
1066,1,0,1
1067,1,0,1
1068,1,0,1
1069,1,0,1
1070,1,0,1
1071,1,0,1
1072,1,0,1
1073,1,0,1
1074,1,0,1
1075,1,0,1
1076,1,0,1
1077,1,0,1
1078,1,0,1
1079,1,0,1
1080,1,0,1
1081,1,0,1
1082,1,0,1
1083,1,0,1
1084,1,0,1
1085,1,0,1
1086,1,0,1
1087,1,0,1
1088,1,0,1
1089,1,0,1
1090,1,0,1
1091,1,0,1
1092,1,0,1
1093,1,0,1
1094,1,0,1
1095,1,0,1
1096,1,0,1
1097,1,0,1
1098,1,0,1
1099,1,0,1
1100,1,0,1
1101,1,0,1
1102,1,1,0
1103,1,0,1
1104,1,0,1
1105,1,0,1
1106,1,0,1
1107,1,0,1
1108,1,0,1
1109,1,0,1
1110,1,0,1
1111,1,0,1
1112,1,0,1
1113,1,0,1
1114,1,0,1
1115,1,0,1
1116,1,0,1
1117,1,0,1
1118,1,0,1
1119,1,0,1
1120,1,0,1
1121,1,0,1
1122,1,0,1
1123,1,0,1
1124,1,0,1
1125,1,0,1
1126,1,0,1
1127,1,0,1
1128,1,0,1
1129,1,0,1
1130,1,0,1
1131,1,0,1
1132,1,0,1
1133,1,0,1
1134,1,0,1
1135,1,0,1
1136,1,0,1
1137,1,0,1
1138,1,0,1
1139,1,0,1
1140,1,0,1
1141,1,0,1
1142,1,0,1
1143,1,0,1
1144,1,0,1
1145,1,0,1
1146,1,0,1
1147,1,0,1
1148,1,0,1
1149,1,0,1
1150,1,0,1
1151,1,0,1
1152,1,0,1
1153,1,0,1
1154,1,0,1
1155,1,0,1
1156,1,0,1
1157,1,0,1
1158,1,0,1
1159,1,0,1
1160,1,0,1
1161,1,0,1
1162,1,0,1
1163,1,0,1
1164,1,0,1
1165,1,0,1
1166,1,0,1
1167,1,0,1
1168,1,0,1
1169,1,0,1
1170,1,0,1
1171,1,0,1
1172,1,0,1
1173,1,0,1
1174,1,0,1
1175,1,0,1
1176,1,0,1
1177,1,0,1
1178,1,0,1
1179,1,0,1
1180,1,0,1
1181,1,0,1
1182,1,0,1
1183,1,0,1
1184,1,0,1
1185,1,0,1
1186,1,0,1
1187,1,0,1
1188,1,0,1
1189,1,0,1
1190,1,0,1
1191,1,0,1
1192,1,0,1
1193,1,0,1
1194,1,0,1
1195,1,0,1
1196,1,0,1
1197,1,0,1
1198,1,0,1
1199,1,0,1
1200,1,0,1
1201,1,0,1
1202,1,0,1
1203,1,0,1
1204,1,0,1
1205,1,0,1
1206,1,0,1
1207,1,0,1
1208,1,0,1
1209,1,0,1
1210,1,0,1
1211,1,0,1
1212,1,0,1
1213,1,0,1
1214,1,0,1
1215,1,0,1
1216,1,0,1
1217,1,0,1
1218,1,0,1
1219,1,0,1
1220,1,1,0
1221,1,1,0
1222,1,0,1
1223,1,0,1
1224,1,0,1
1225,1,0,1
1226,1,0,1
1227,1,0,1
1228,1,0,1
1229,1,0,1
1230,1,0,1
1231,1,1,0
1232,0,1,-1
1233,1,1,0
1234,0,0,0
1235,1,0,1
1236,0,0,0
1237,1,0,1
1238,1,0,1
1239,1,0,1
1240,1,0,1
1241,1,0,1
1242,1,0,1
1243,1,0,1
1244,1,0,1
1245,1,0,1
1246,1,0,1
1247,1,0,1
1248,1,0,1
1249,1,0,1
1250,1,0,1
1251,1,0,1
1252,1,0,1
1253,1,0,1
1254,1,0,1
1255,1,0,1
1256,1,0,1
1257,1,0,1
1258,1,0,1
1259,1,0,1
1260,1,0,1
1261,1,0,1
1262,1,0,1
1263,1,0,1
1264,1,0,1
1265,1,0,1
1266,1,1,0
1267,1,0,1
1268,1,0,1
1269,1,1,0
1270,1,1,0
1271,1,1,0
1272,1,1,0
1273,1,1,0
1274,1,1,0
1275,1,1,0
1276,1,0,1
1277,1,0,1
1278,1,1,0
1279,1,1,0
1280,1,0,1
1281,1,0,1
1282,1,1,0
1283,1,1,0
1284,1,1,0
1285,1,1,0
1286,1,1,0
1287,1,1,0
1288,1,1,0
1289,1,1,0
1290,1,1,0
1291,0,1,-1
1292,1,1,0
1293,0,1,-1
1294,1,1,0
1295,1,1,0
1296,1,0,1
1297,1,0,1
1298,0,1,-1
1299,1,1,0
1300,1,1,0
1301,1,1,0
1302,1,1,0
1303,1,1,0
1304,1,0,1
1305,1,0,1
1306,1,1,0
1307,1,1,0
1308,1,0,1
1309,1,0,1
1310,1,1,0
1311,1,1,0
1312,1,0,1
1313,1,1,0
1314,1,0,1
1315,1,1,0
1316,1,1,0
1317,1,1,0
1318,1,1,0
1319,1,1,0
1320,1,1,0
1321,1,1,0
1322,1,1,0
1323,1,0,1
1324,1,0,1
1325,1,0,1
1326,1,0,1
1327,1,0,1
1328,1,0,1
1329,1,0,1
1330,1,0,1
1331,1,1,0
1332,1,0,1
1333,0,1,-1
1334,0,1,-1
1335,0,1,-1
1336,0,1,-1
1337,0,1,-1
1338,0,0,0
1339,0,1,-1
1340,1,0,1
1341,1,1,0
1342,1,1,0
1343,0,1,-1
1344,1,1,0
1345,1,1,0
1346,1,1,0
1347,1,1,0
1348,1,1,0
1349,0,1,-1
1350,1,1,0
1351,1,1,0
1352,1,1,0
1353,0,1,-1
1354,1,1,0
1355,1,1,0
1356,0,1,-1
1357,1,1,0
1358,1,1,0
1359,1,1,0
1360,1,1,0
1361,1,1,0
1362,1,1,0
1363,1,1,0
1364,0,1,-1
1365,1,1,0
1366,1,1,0
1367,1,1,0
1368,1,1,0
1369,1,1,0
1370,0,1,-1
1371,1,1,0
1372,1,1,0
1373,1,1,0
1374,1,1,0
1375,1,1,0
1376,1,1,0
1377,0,1,-1
1378,1,1,0
1379,1,1,0
1380,1,0,1
1381,1,1,0
1382,1,1,0
1383,0,1,-1
1384,1,1,0
1385,1,1,0
1386,1,1,0
1387,1,1,0
1388,1,1,0
1389,1,1,0
1390,1,1,0
1391,0,0,0
1392,0,1,-1
1393,0,0,0
1394,0,1,-1
1395,0,0,0
1396,0,0,0
1397,0,0,0
1398,0,0,0
1399,0,0,0
1400,0,0,0
1401,0,0,0
1402,0,0,0
1403,0,0,0
1404,0,0,0
1405,0,0,0
1406,0,0,0
1407,0,0,0
1408,0,0,0
1409,0,0,0
1410,0,0,0
1411,0,1,-1
1412,0,0,0
1413,0,0,0
1414,0,0,0
1415,0,0,0
1416,0,0,0
1417,0,0,0
1418,0,0,0
1419,0,0,0
1420,0,0,0
1421,0,0,0
1422,0,0,0
1423,0,0,0
1424,0,0,0
1425,0,0,0
1426,0,0,0
1427,0,0,0
1428,0,0,0
1429,0,0,0
1430,0,0,0
1431,0,0,0
1432,0,0,0
1433,0,0,0
1434,0,0,0
1435,0,0,0
1436,0,0,0
1437,0,0,0
1438,0,0,0
1439,0,0,0
1440,0,0,0
1441,0,0,0
1442,0,0,0
1443,0,0,0
1444,0,0,0
1445,0,0,0
1446,0,0,0
1447,0,0,0
1448,0,0,0
1449,0,0,0
1450,0,0,0
1451,0,0,0
1452,0,0,0
1453,0,0,0
1454,0,0,0
1455,0,0,0
1456,0,0,0
1457,1,0,1
1458,0,0,0
1459,0,0,0
1460,1,0,1
1461,1,0,1
1462,1,0,1
1463,1,0,1
1464,0,0,0
1465,1,0,1
1466,1,0,1
1467,1,0,1
1468,1,0,1
1469,1,0,1
1470,1,0,1
1471,1,0,1
1472,1,0,1
1473,1,0,1
1474,1,0,1
1475,1,0,1
1476,1,0,1
1477,1,0,1
1478,1,0,1
1479,1,0,1
1480,1,0,1
1481,1,0,1
1482,1,0,1
1483,1,0,1
1484,1,0,1
1485,1,0,1
1486,1,0,1
1487,1,0,1
1488,0,0,0
1489,1,0,1
1490,0,0,0
1491,1,0,1
1492,0,0,0
1493,0,0,0
1494,0,0,0
1495,0,0,0
1496,0,0,0
1497,0,0,0
1498,0,0,0
1499,0,0,0
1500,0,0,0
1501,0,0,0
1502,0,0,0
1503,0,0,0
1504,0,0,0
1505,0,0,0
1506,0,0,0
1507,0,0,0
1508,0,0,0
1509,0,0,0
1510,0,0,0
1511,0,0,0
1512,0,0,0
1513,0,0,0
1514,0,0,0
1515,0,0,0
1516,0,0,0
1517,0,0,0
1518,0,0,0
1519,0,0,0
1520,0,0,0
1521,0,0,0
1522,0,0,0
1523,0,0,0
1524,0,0,0
1525,0,0,0
1526,0,0,0
1527,0,0,0
1528,0,0,0
1529,0,0,0
1530,0,0,0
1531,0,0,0
1532,0,0,0
1533,0,0,0
1534,0,0,0
1535,0,0,0
1536,0,0,0
1537,0,0,0
1538,0,0,0
1539,0,0,0
1540,0,0,0
1541,0,0,0
1542,0,0,0
1543,0,0,0
1544,0,0,0
1545,0,0,0
1546,0,0,0
1547,0,0,0
1548,0,0,0
1549,0,0,0
1550,0,0,0
1551,0,0,0
1552,0,0,0
1553,0,0,0
1554,0,0,0
1555,0,0,0
1556,0,0,0
1557,0,0,0
1558,0,0,0
1559,0,0,0
1560,0,0,0
1561,0,0,0
1562,0,0,0
1563,0,0,0
1564,0,0,0
1565,0,0,0
1566,0,0,0
1567,0,0,0
1568,0,0,0
1569,0,0,0
1570,0,0,0
1571,0,0,0
1572,0,0,0
1573,0,0,0
1574,0,0,0
1575,0,0,0
1576,0,0,0
1577,0,0,0
1578,0,0,0
1579,0,0,0
1580,0,0,0
1581,0,0,0
1582,0,0,0
1583,0,0,0
1584,0,0,0
1585,0,0,0
1586,0,0,0
1587,0,0,0
1588,0,0,0
1589,0,0,0
1590,0,0,0
1591,0,0,0
1592,0,0,0
1593,0,0,0
1594,0,0,0
1595,0,0,0
1596,0,0,0
1597,0,0,0
1598,0,0,0
1599,0,0,0
1600,0,0,0
1601,0,0,0
1602,0,0,0
1603,0,0,0
1604,0,0,0
1605,0,0,0
1606,0,0,0
1607,0,0,0
1608,0,0,0
1609,0,0,0
1610,0,0,0
1611,0,0,0
1612,0,0,0
1613,0,0,0
1614,0,0,0
1615,0,0,0
1616,0,0,0
1617,0,0,0
1618,0,0,0
1619,0,0,0
1620,0,0,0
1621,0,0,0
1622,0,0,0
1623,0,0,0
1624,0,0,0
1625,0,0,0
1626,0,0,0
1627,0,0,0
1628,0,0,0
1629,0,0,0
1630,0,0,0
1631,0,0,0
1632,0,0,0
1633,0,0,0
1634,0,0,0
1635,0,0,0
1636,0,0,0
1637,0,0,0
1638,0,0,0
1639,0,0,0
1640,0,0,0
1641,0,0,0
1642,0,0,0
1643,0,0,0
1644,0,0,0
1645,0,0,0
1646,0,0,0
1647,0,0,0
1648,0,0,0
1649,0,0,0
1650,0,0,0
1651,0,0,0
1652,0,0,0
1653,0,0,0
1654,0,0,0
1655,0,0,0
1656,0,0,0
1657,0,0,0
