step,num_pos,num_neg,net_charge,total_vortices
0,2221,2229,-8,4450
1,1946,1954,-8,3900
2,1703,1710,-7,3413
3,1481,1488,-7,2969
4,1320,1325,-5,2645
5,1167,1172,-5,2339
6,1037,1041,-4,2078
7,924,926,-2,1850
8,815,817,-2,1632
9,750,750,0,1500
10,683,682,1,1365
11,620,620,0,1240
12,584,585,-1,1169
13,535,536,-1,1071
14,496,499,-3,995
15,464,466,-2,930
16,435,437,-2,872
17,417,419,-2,836
18,401,402,-1,803
19,381,382,-1,763
20,364,365,-1,729
21,343,344,-1,687
22,326,327,-1,653
23,313,314,-1,627
24,304,304,0,608
25,295,296,-1,591
26,288,289,-1,577
27,279,280,-1,559
28,269,270,-1,539
29,264,263,1,527
30,256,255,1,511
31,247,246,1,493
32,238,237,1,475
33,230,227,3,457
34,221,218,3,439
35,214,211,3,425
36,207,204,3,411
37,202,199,3,401
38,199,196,3,395
39,193,191,2,384
40,186,184,2,370
41,184,182,2,366
42,179,177,2,356
43,177,175,2,352
44,177,175,2,352
45,172,172,0,344
46,169,169,0,338
47,167,168,-1,335
48,165,166,-1,331
49,164,165,-1,329
50,163,164,-1,327
51,160,161,-1,321
52,151,152,-1,303
53,149,150,-1,299
54,145,146,-1,291
55,143,144,-1,287
56,142,143,-1,285
57,140,141,-1,281
58,140,141,-1,281
59,138,138,0,276
60,136,136,0,272
61,136,136,0,272
62,133,133,0,266
63,131,131,0,262
64,129,129,0,258
65,127,127,0,254
66,123,123,0,246
67,122,122,0,244
68,119,119,0,238
69,118,118,0,236
70,118,118,0,236
71,117,117,0,234
72,115,115,0,230
73,114,114,0,228
74,114,113,1,227
75,112,111,1,223
76,110,109,1,219
77,110,109,1,219
78,108,107,1,215
79,108,106,2,214
80,107,105,2,212
81,104,102,2,206
82,103,101,2,204
83,102,100,2,202
84,100,98,2,198
85,100,98,2,198
86,97,95,2,192
87,95,92,3,187
88,95,92,3,187
89,93,90,3,183
90,89,87,2,176
91,86,84,2,170
92,86,84,2,170
93,85,83,2,168
94,84,82,2,166
95,82,80,2,162
96,81,79,2,160
97,79,79,0,158
98,79,79,0,158
99,77,77,0,154
100,73,73,0,146
101,72,72,0,144
102,72,72,0,144
103,72,72,0,144
104,71,71,0,142
105,69,69,0,138
106,69,69,0,138
107,69,69,0,138
108,69,68,1,137
109,69,68,1,137
110,69,68,1,137
111,68,67,1,135
112,66,65,1,131
